R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Dean Lister,Jeremy Horn,-118.0,110.0,2008-06-21,False,Submission,Middleweight,1236.25,1159.9814888238514,0.5412844036697247,0.47619047619047616,Red,2.0,Orthodox,185.42,190.5,32.0,1.0,123.74368670764582,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.5,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,25.0,29.39583201999916,29.39583201999916,2.0,Orthodox,185.42,187.96,32.0,0.0,98.99494936611666,0.0,1.0,,2.0,,,,,,,,,,0.0,0.0,0.5,0.5,2.0,0.0,,19.002872810284977,19.002872810284977,19.002872810284977,20.604167980000835,21.541609396257527,21.541609396257527
Matt Brown,Matt Arroyo,165.0,-165.0,2008-06-21,False,KO/TKO,Welterweight,,1236.25,0.37735849056603776,0.6226415094339622,Red,1.0,Orthodox,182.88,190.5,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,Orthodox,177.8,182.88,25.0,1.0,138.59292911256333,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,29.39583201999916
Drew McFedries,Marvin Eastman,-135.0,135.0,2008-06-21,False,KO/TKO,Middleweight,1167.5185111761486,1232.4814888238514,0.574468085106383,0.425531914893617,Red,2.0,Southpaw,182.88,182.88,29.0,0.0,106.06601717798213,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,21.541609396257527,25.0,21.541609396257527,25.0,25.0,26.95962262963003,2.0,Orthodox,175.26,185.42,37.0,1.0,98.99494936611666,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,0.0,,28.458390603742465,30.997127189715027,19.002872810284977,25.0,29.39583201999916,30.997127189715027
Spencer Fisher,Jeremy Stephens,-170.0,161.0,2008-06-21,False,Decision - Unanimous,Lightweight,1167.5185111761486,1272.888488264536,0.6296296296296297,0.3831417624521073,Red,2.0,Southpaw,170.18,177.8,32.0,0.0,153.4421715174808,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.5,1.0,0.5,0.5,,21.541609396257527,21.541609396257527,21.541609396257527,21.541609396257527,21.541609396257527,21.541609396257527,3.0,Orthodox,175.26,180.34,22.0,1.0,79.95623803056269,2.0,0.0,12.22,0.0,1.0,1.0,5.860169491525424,0.5555555555555556,0.6314971751412428,0.7241379310344828,0.052966101694915245,0.0,1.7944915254237288,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.016666666666666666,33.66538415957775,32.153393635192494,33.26572511558053,33.26572511558053,19.034689287480003,17.515438540035408
Diego Sanchez,Luigi Fioravanti,-470.0,450.0,2008-06-21,False,KO/TKO,Welterweight,1225.0536361570255,1236.25,0.8245614035087719,0.18181818181818182,Red,3.0,Southpaw,177.8,182.88,26.0,0.5,82.52878285786117,1.0,0.0,9.715,1.0,,0.6111111111111112,6.010007524454477,0.5455555555555556,0.9462001504890896,0.1875,0.0,2.5,2.6930022573363432,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.19886363636363635,25.045753316709387,25.045753316709387,25.045753316709387,25.045753316709387,31.95718123075737,25.045753316709387,2.0,Orthodox,172.72,177.8,27.0,1.0,79.19595949289332,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,1.0,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916
Kendall Grove,Evan Tanner,140.0,-145.0,2008-06-21,False,Decision - Split,Middleweight,1131.2685111761486,1159.9814888238514,0.4166666666666667,0.5918367346938775,Red,3.0,Orthodox,198.12,200.66,25.0,0.0,86.96167738339305,0.0,2.0,2.825,1.0,0.5,,1.348314606741573,0.2222222222222222,13.913857677902623,0.30899830220713076,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.041666666666666664,18.04281876924262,22.108676729337617,18.04281876924262,18.04281876924262,18.04281876924262,18.04281876924262,2.0,Orthodox,182.88,187.96,37.0,0.0,79.19595949289332,0.0,1.0,,3.0,,,,,,,,,,0.0,0.0,1.0,2.0,2.0,0.5,,19.002872810284977,30.997127189715027,19.002872810284977,25.0,25.0,26.95962262963003
Amir Sadollah,CB Dollaway,170.0,-155.0,2008-06-21,True,Submission,Middleweight,,,0.37037037037037035,0.6078431372549019,Red,1.0,Orthodox,177.8,187.96,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,187.96,193.04,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Justin Buchholz,Corey Hill,210.0,-220.0,2008-07-05,False,Submission,Lightweight,1170.82905513025,1232.4814888238514,0.3225806451612903,0.6875,Red,2.0,Orthodox,182.88,185.42,24.0,0.0,115.96551211459379,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,22.11590750051864,22.11590750051864,25.0,25.0,22.11590750051864,22.11590750051864,2.0,Orthodox,193.04,203.2,29.0,1.0,115.96551211459379,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,28.379318875218026,29.39583201999916,28.695873749299952,29.39583201999916,29.39583201999916,30.507173657208174
Tyson Griffin,Marcus Aurelio,-280.0,279.0,2008-07-05,False,Decision - Unanimous,Lightweight,1282.5285855068826,1258.33327454304,0.7368421052631579,0.2638522427440633,Red,4.0,Orthodox,167.64,172.72,24.0,1.0,68.19762947981893,3.0,0.0,15.0,0.0,0.5066137566137566,0.4444444444444444,6.044444444444444,0.5061027545814564,1.4444444444444444,0.6377092441608571,0.0,1.0,1.3333333333333333,0.0,0.25,0.5,0.0,0.25,0.0,0.0,34.536993509820135,22.850711251631328,33.106293737338724,27.891323270662387,16.893706262661272,16.893706262661272,4.0,Orthodox,177.8,187.96,34.0,0.6666666666666666,57.31419254134762,2.0,0.0,6.483333333333333,0.0,1.0,0.125,25.903457653457654,0.5274971941638608,1.443978243978244,0.7651225386032016,2.0833333333333335,31.25,1.1655011655011653,0.0,0.0,0.0,0.25,0.25,0.0,0.1111111111111111,26.342101219388937,20.87169534949787,23.517846010494072,24.482832254041142,31.95718123075737,28.424740947602434
Melvin Guillard,Dennis Siver,-205.0,195.0,2008-07-05,False,KO/TKO,Lightweight,1167.5185111761486,1200.0,0.6721311475409836,0.3389830508474576,Red,2.0,Orthodox,175.26,172.72,25.0,0.0,133.64318164425748,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.5,,21.541609396257527,20.185249431998518,25.0,25.0,21.541609396257527,21.541609396257527,3.0,Orthodox,167.64,177.8,29.0,0.5,87.93368713600798,0.0,1.0,11.02,0.0,0.5,0.25,5.220833333333333,0.4121212121212121,1.505871212121212,0.6530303030303031,0.07102272727272728,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.049107142857142856,25.01861945908605,18.770370970395735,26.22037820685826,25.71898187676572,22.771820931829993,22.348047973482345
Cole Miller,Jorge Gurgel,-130.0,133.0,2008-07-05,False,Submission,Lightweight,1232.0930005593154,1229.5714173570398,0.5652173913043478,0.4291845493562232,Red,4.0,Orthodox,185.42,187.96,24.0,0.6666666666666666,70.22582620850157,0.0,1.0,8.513333333333334,0.0,0.6666666666666666,0.5,10.940190035952748,0.32830459770114945,2.626998801575073,0.5269360269360269,0.30303030303030304,4.922316384180791,0.3333333333333333,0.0,0.0,0.25,0.25,0.0,0.0,0.11031746031746031,29.16234339231745,24.763387572292444,28.083125210496174,28.083125210496174,32.438564358094204,30.089085962216227,4.0,Orthodox,170.18,175.26,31.0,0.6666666666666666,61.822326064294934,1.0,0.0,15.0,0.0,0.75,0.7333333333333334,8.222222222222221,0.34588490426319685,3.0444444444444443,0.5697813879954207,0.0,0.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.0,0.0,0.0,26.21852299014229,23.782507777029874,26.21852299014229,26.21852299014229,27.310354757276986,29.424921698827887
Gabriel Gonzaga,Justin McCully,-470.0,400.0,2008-07-05,False,Submission,Heavyweight,1131.2685111761486,,0.8245614035087719,0.2,Red,3.0,Orthodox,187.96,193.04,29.0,0.0,91.53687781435414,0.0,2.0,10.355,1.0,0.85,0.375,1.50085973268246,0.43261562998405106,5.232975315407954,0.37950406819062377,0.0,0.6596306068601583,2.4089935760171306,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.21531100478468898,18.04281876924262,25.045753316709387,18.04281876924262,18.04281876924262,25.0,25.045753316709387,1.0,Orthodox,185.42,185.42,32.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
Patrick Cote,Ricardo Almeida,110.0,-113.0,2008-07-05,False,Decision - Split,Middleweight,1268.7314888238514,1236.25,0.47619047619047616,0.5305164319248826,Red,3.0,Orthodox,180.34,180.34,28.0,1.0,91.16468614545876,2.0,0.0,2.9450000000000003,1.0,,,14.24703495630462,0.5483870967741935,4.1260923845193505,0.5111111111111111,0.45958177278401996,1.6853932584269662,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.09642857142857142,31.95718123075737,25.000000000000004,31.95718123075737,29.39583201999916,29.39583201999916,27.94449859619351,2.0,Orthodox,182.88,187.96,31.0,1.0,108.89444430272832,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,29.39583201999916
Joe Stevenson,Gleison Tibau,-205.0,220.0,2008-07-05,False,Submission,Lightweight,1200.0,1201.167778336092,0.6721311475409836,0.3125,Red,3.0,Orthodox,170.18,177.8,26.0,0.5,91.53687781435414,0.0,1.0,12.01,1.0,,,3.742350332594235,0.4861111111111111,3.172727272727273,0.5545469023729894,0.0,1.5,1.5,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,25.71898187676572,29.39583201999916,25.71898187676572,25.71898187676572,18.770370970395735,25.71898187676572,3.0,Southpaw,177.8,180.34,24.0,0.5,86.96167738339305,0.0,1.0,15.0,0.0,1.0,0.725,1.5333333333333334,0.42800374006545117,2.6,0.4831932773109244,0.0,0.0,6.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,26.22037820685826,32.15200345092926,19.189741930335984,29.39583201999916,30.810258069664012,30.810258069664012
Josh Koscheck,Chris Lytle,-318.0,305.0,2008-07-05,False,Decision - Unanimous,Welterweight,1210.631725850485,1257.5258751927088,0.7607655502392344,0.24691358024691357,Red,3.0,Orthodox,177.8,185.42,30.0,0.5,96.23408959407264,1.0,0.0,10.620000000000001,0.0,,0.625,4.860897435897436,0.2521703183133526,2.869230769230769,0.5190330647402056,0.08012820512820512,0.0,1.7019230769230769,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.3125,27.792564872196014,24.281018123234272,26.643243074630735,20.604167980000835,19.189741930335984,19.189741930335984,4.0,Orthodox,180.34,172.72,33.0,0.6666666666666666,68.82344561751226,1.0,0.0,4.16,1.0,1.0,1.0,19.812027249236554,0.5530024509803922,1.7651162790697674,0.7126984126984127,1.0101010101010102,11.627906976744187,2.8255813953488373,0.0,0.0,0.0,0.25,0.75,0.0,0.027777777777777776,28.319989532899605,31.22962902960427,29.325527675929738,25.0,29.39583201999916,30.169680337450046
Brandon Vera,Reese Andy,-450.0,431.0,2008-07-19,False,Decision - Unanimous,Light Heavyweight,1134.57905513025,,0.8181818181818182,0.18832391713747645,Red,3.0,Orthodox,190.5,193.04,30.0,0.0,123.04877081872861,0.0,2.0,9.7,0.0,0.75,,3.6378787878787877,0.7436868686868687,3.9712121212121207,0.5106749311294766,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.12586206896551724,18.60560780684364,22.731965841400108,22.600416674147482,21.304126250700048,24.954246683290606,22.731965841400108,1.0,Orthodox,182.88,,35.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Frankie Edgar,Hermes Franca,-150.0,156.0,2008-07-19,False,Decision - Unanimous,Lightweight,1232.8746643613026,1163.75,0.6,0.390625,Red,4.0,Orthodox,167.64,172.72,26.0,0.6666666666666666,64.29359740025959,0.0,1.0,11.516666666666666,0.0,0.55,0.6222222222222221,6.289377289377289,0.48412877012033134,0.9951159951159951,0.754694428378639,0.0,0.0,3.0,0.0,0.0,0.5,0.25,0.0,0.0,0.020757020757020756,28.181597102461435,28.566248819399505,35.97778802267647,31.95718123075737,28.738518589645444,28.020475169948476,2.0,Orthodox,167.64,180.34,33.0,0.0,267.28636328851496,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835
Kevin Burns,Anthony Johnson,235.0,-225.0,2008-07-19,False,KO/TKO,Welterweight,1236.25,1200.0,0.29850746268656714,0.6923076923076923,Red,2.0,Orthodox,177.8,187.96,28.0,1.0,29.698484809834994,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,20.604167980000835,29.39583201999916,29.39583201999916,3.0,Orthodox,187.96,198.12,24.0,0.5,96.72814137226733,1.0,0.0,4.28,0.0,0.75,,25.876263548897818,0.52,0.7453416149068323,0.75,1.042503958104981,2.795031055900621,0.9316770186335402,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.11212121212121212,24.281018123234272,27.22817906817001,31.22962902960427,29.39583201999916,20.604167980000835,24.281018123234272
Tim Credeur,Cale Yarbrough,-333.0,350.0,2008-07-19,False,KO/TKO,Middleweight,,,0.76905311778291,0.2222222222222222,Red,1.0,Orthodox,190.5,190.5,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,185.42,,21.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Anderson Silva,James Irvin,-450.0,475.0,2008-07-19,False,KO/TKO,Light Heavyweight,1301.2935627865634,1236.25,0.8181818181818182,0.17391304347826086,Red,4.0,Southpaw,187.96,195.58,33.0,1.0,64.7894024256025,3.0,0.0,6.696666666666666,3.0,0.5555555555555555,0.5,5.757936892494505,0.7643546900669151,2.1306297367931246,0.6114718614718614,0.2388187198730856,0.5252100840336135,1.111111111111111,0.0,0.0,0.0,1.0,0.5,0.0,0.1796508456082924,34.54695591332236,21.04887951227543,34.54695591332236,29.39583201999916,25.045753316709387,21.219501896113993,2.0,Orthodox,187.96,190.5,29.0,1.0,76.36753236814714,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,1.5,0.0,0.0,,30.092184579298195,25.0,30.092184579298195,25.0,25.0,22.916899796460363
Nate Loughran,Johnny Rees,-155.0,145.0,2008-07-19,False,Submission,Middleweight,,,0.6078431372549019,0.40816326530612246,Red,1.0,Orthodox,187.96,,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,182.88,,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Brad Blackburn,James Giboo,-210.0,205.0,2008-07-19,False,KO/TKO,Welterweight,,,0.6774193548387096,0.32786885245901637,Red,1.0,Orthodox,177.8,185.42,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,180.34,,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Shannon Gugerty,Dale Hartt,-206.0,200.0,2008-07-19,False,Submission,Lightweight,,,0.673202614379085,0.3333333333333333,Red,1.0,Orthodox,177.8,180.34,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,177.8,175.26,29.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rory Markham,Brodie Farber,-270.0,251.0,2008-07-19,False,KO/TKO,Welterweight,,,0.7297297297297297,0.2849002849002849,Red,1.0,Orthodox,182.88,180.34,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,185.42,,28.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
CB Dollaway,Jesse Taylor,120.0,-115.0,2008-07-19,False,Submission,Middleweight,1163.75,,0.45454545454545453,0.5348837209302325,Red,2.0,Orthodox,187.96,193.04,24.0,0.0,19.79898987322333,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,29.39583201999916,25.0,25.0,20.604167980000835,20.604167980000835,1.0,Orthodox,182.88,185.42,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cheick Kongo,Dan Evensen,-450.0,425.0,2008-08-09,False,KO/TKO,Heavyweight,1187.5,,0.8181818181818182,0.19047619047619047,Red,2.0,Orthodox,193.04,208.28,33.0,0.0,113.84419177103415,0.0,1.0,,0.0,,,,,,,,,,0.5,0.0,0.5,0.5,0.0,0.5,,20.604167980000835,29.39583201999916,20.604167980000835,20.604167980000835,29.39583201999916,29.39583201999916,1.0,Orthodox,190.5,,34.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Georges St-Pierre,Jon Fitch,-325.0,350.0,2008-08-09,True,Decision - Unanimous,Welterweight,1297.9024336936013,1247.4463638429745,0.7647058823529411,0.2222222222222222,Red,4.0,Orthodox,180.34,193.04,27.0,1.0,58.70547958524258,3.0,0.0,11.329999999999998,4.0,0.875,0.9333333333333332,4.657941499450934,0.7002428658166363,0.36941199960067883,0.7837189910360642,0.0,3.238993710691824,4.355395827093941,0.0,0.25,0.75,1.0,0.5,0.0,0.08583959899749372,33.69252787908155,33.69252787908155,33.69252787908155,33.69252787908155,33.69252787908155,33.69252787908155,3.0,Orthodox,182.88,193.04,30.0,1.0,92.95339333952975,2.0,0.0,15.0,0.0,,0.7222222222222222,3.8666666666666663,0.575657894736842,1.0999999999999999,0.48290598290598286,0.0,0.0,3.5,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0325,31.95718123075737,31.95718123075737,31.95718123075737,31.95718123075737,25.045753316709387,31.95718123075737
Brock Lesnar,Heath Herring,-190.0,185.0,2008-08-09,False,Decision - Unanimous,Heavyweight,1167.5185111761486,1212.5,0.6551724137931034,0.3508771929824561,Red,2.0,Orthodox,190.5,205.74,31.0,0.0,133.64318164425748,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.541609396257527,30.997127189715027,29.39583201999916,29.39583201999916,21.541609396257527,21.541609396257527,2.0,Orthodox,193.04,198.12,30.0,1.0,113.84419177103415,1.0,0.0,,0.0,,,,,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,29.39583201999916,20.604167980000835,29.39583201999916,29.39583201999916,20.604167980000835,20.604167980000835
Kenny Florian,Roger Huerta,-144.0,143.0,2008-08-09,False,Decision - Unanimous,Lightweight,1304.9814888238514,1297.9475584956056,0.5901639344262295,0.411522633744856,Red,4.0,Southpaw,177.8,187.96,32.0,1.0,83.13192327058641,3.0,0.0,5.63,2.0,0.4444444444444444,0.7000000000000001,9.8680388457965,0.5238857278330963,0.898423085321192,0.6694444444444444,0.0,1.1600928074245942,7.0162871764714785,0.0,0.0,0.0,0.5,1.0,0.25,0.0218694885361552,35.19115506628513,28.72320739522961,33.69252787908155,33.69252787908155,35.19115506628513,35.19115506628513,4.0,Orthodox,175.26,177.8,25.0,1.0,103.88575455759081,3.0,0.0,10.103333333333333,0.0,0.5515151515151515,,8.222616856371832,0.38202300150829566,2.4097987116629342,0.46274509803921565,0.0,1.4272121788772598,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.06770301172578212,33.790812638161185,21.936892235810948,26.9119613951186,27.54416518935681,28.85904160247604,29.7853500797965
Jon Jones,Andre Gusmao,176.0,-196.0,2008-08-09,False,Decision - Unanimous,Light Heavyweight,,,0.36231884057971014,0.6621621621621622,Red,1.0,Orthodox,193.04,213.36,21.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,182.88,,31.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Chris Wilson,Steve Bruno,-310.0,291.0,2008-08-09,False,Decision - Unanimous,Welterweight,1165.0536361570255,,0.7560975609756098,0.2557544757033248,Red,2.0,Orthodox,185.42,190.5,31.0,0.0,113.84419177103415,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,21.541609396257527,21.541609396257527,21.541609396257527,21.541609396257527,19.002872810284977,21.541609396257527,1.0,Orthodox,177.8,,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ben Saunders,Ryan Thomas,-240.0,241.0,2008-08-09,False,Submission,Welterweight,1236.25,,0.7058823529411765,0.2932551319648094,Red,2.0,Orthodox,187.96,195.58,25.0,1.0,173.24116139070415,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,1.0,Orthodox,182.88,,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tamdan McCrory,Luke Cummo,120.0,-127.0,2008-08-09,False,Decision - Unanimous,Welterweight,1163.75,1163.75,0.45454545454545453,0.5594713656387665,Red,2.0,Switch,193.04,198.12,21.0,0.0,188.09040379562165,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,20.604167980000835,20.604167980000835,25.000000000000004,25.0,20.604167980000835,20.604167980000835,2.0,Orthodox,182.88,187.96,28.0,0.0,113.84419177103415,0.0,1.0,,1.0,,,,,,,,,,0.0,0.0,0.5,1.0,0.0,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835
Rich Franklin,Matt Hamill,-220.0,216.0,2008-09-06,False,KO/TKO,Light Heavyweight,1236.25,1228.417136190415,0.6875,0.31645569620253167,Red,4.0,Southpaw,185.42,190.5,33.0,0.6666666666666666,78.36665957748444,1.0,0.0,9.693333333333333,5.0,0.7962962962962963,0.41666666666666663,5.264223948510271,0.46565370334180184,2.5610728215211487,0.5903220205419989,0.04161464835622139,0.0,1.157056562328391,0.0,0.0,0.5,1.5,0.25,0.25,0.19348244348244348,28.319989532899605,28.95112048772456,28.319989532899605,25.0,18.04281876924262,21.680010467100388,3.0,Orthodox,185.42,193.04,31.0,0.5,108.0108019289429,1.0,0.0,10.625,0.0,1.0,0.75,7.546666666666667,0.44411631076783276,3.006666666666667,0.6997658578118349,0.0,0.0,4.2,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.05011520737327189,26.36016083714822,32.842667085106505,28.85866948169634,29.39583201999916,31.95718123075737,31.7346466517096
Dan Henderson,Rousimar Palhares,-185.0,186.0,2008-09-06,False,Decision - Unanimous,Middleweight,1171.2064372134366,1236.25,0.6491228070175439,0.34965034965034963,Red,2.0,Orthodox,180.34,187.96,38.0,0.0,133.64318164425748,0.0,1.0,,2.0,,,,,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,22.37072939335611,29.392233153633306,22.37072939335611,20.604167980000835,19.002872810284977,17.345171047874693,2.0,Orthodox,172.72,180.34,28.0,1.0,74.24621202458749,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,29.39583201999916
Nate Marquardt,Martin Kampmann,-155.0,156.0,2008-09-06,False,KO/TKO,Middleweight,1193.5788804831634,1239.6291458337598,0.6078431372549019,0.390625,Red,4.0,Orthodox,182.88,187.96,29.0,0.3333333333333333,86.93819643861954,0.0,1.0,8.623333333333333,1.0,0.5555555555555555,0.7380952380952381,2.5698587127158556,0.4973905723905723,1.2912727484156057,0.5299663299663299,0.052328623757195186,0.7849293563579277,4.347636490493634,0.0,0.0,0.75,0.0,0.5,0.0,0.015151515151515152,23.323197359516765,29.7853500797965,28.10966100254001,31.95718123075737,28.72320739522961,28.72320739522961,2.0,Orthodox,182.88,182.88,26.0,1.0,64.34671708797582,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,1.5,0.0,,30.690560673844438,31.22158139319884,25.0,25.0,30.690560673844438,30.690560673844438
Rashad Evans,Chuck Liddell,215.0,-220.0,2008-09-06,False,KO/TKO,Light Heavyweight,1212.9495297093192,1225.0536361570255,0.31746031746031744,0.6875,Red,3.0,Orthodox,182.88,190.5,28.0,0.75,147.22205450724198,2.0,0.0,15.0,1.0,0.36363636363636365,0.2986111111111111,5.033333333333333,0.280621408045977,2.1333333333333333,0.5811403508771931,0.0,0.0,4.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.09610983981693363,29.085778254791872,24.281018123234272,17.856134733927718,25.0,28.458390603742465,27.22817906817001,3.0,Orthodox,187.96,193.04,38.0,0.5,127.03280416228453,1.0,0.0,15.0,7.0,1.0,1.0,6.866666666666666,0.27803312629399585,4.233333333333333,0.639910760143811,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.3333333333333333,0.2227474972191324,25.045753316709387,29.39583201999916,22.05550140380647,25.0,25.0,27.891323270662387
