R_fighter,B_fighter,Average_Odds_f1,Average_Odds_f2,date,title_bout,win_by,weight_class,red_fighters_elo,blue_fighters_elo,red_Fighter_Odds,blue_Fighter_Odds,Winner,R_Fight_Number,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_WinLossRatio,R_RingRust,R_Winning_Streak,R_Losing_Streak,R_AVG_fight_time,R_total_title_bouts,R_Takedown_Defense,R_Takedown Accuracy,R_Strikes_Per_Minute,R_Striking Accuracy,R_Strikes_Absorbed_per_Minute,R_Striking Defense,R_knockdows_per_minute,R_Submission Attempts,R_Average_Num_Takedowns,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Power_Rating,red_skill,wrestling_red_skill,striking_red_skill,g_and_p_red_skill,jiujitsu_red_skill,grappling_red_skill,B_Fight_Number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_WinLossRatio,B_RingRust,B_Winning_Streak,B_Losing_Streak,B_AVG_fight_time,B_total_title_bouts,B_Takedown_Defense,B_Takedown Accuracy,B_Strikes_Per_Minute,B_Striking Accuracy,B_Strikes_Absorbed_per_Minute,B_Striking Defense,B_knockdows_per_minute,B_Submission Attempts,B_Average_Num_Takedowns,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Power_Rating,blue_skill,wrestling_blue_skill,striking_blue_skill,g_and_p_blue_skill,jiujitsu_blue_skill,grappling_blue_skill
Robbie Lawler,Tyron Woodley,-117.0,120.0,2016-07-30,True,KO/TKO,Welterweight,1374.484026063668,1360.9861122414097,0.5391705069124424,0.45454545454545453,Blue,8.0,Southpaw,180.34,187.96,34.0,0.8571428571428571,122.56069924735253,4.0,0.0,17.41,3.0,0.6511764705882352,0.75,6.983990644385597,0.5139237105987808,3.6813059585734154,0.6224052203714784,0.0439156247234056,0.0,0.580370774263904,0.0,0.375,0.375,0.75,0.0,0.0,0.09242369261547698,40.624347862154686,29.22231048698287,34.43949117155573,37.915811117635435,30.400002803547306,31.785587424321097,7.0,Orthodox,175.26,187.96,34.0,0.8333333333333334,170.12544391320972,4.0,0.0,7.125,0.0,1.0,1.0,15.653126773864601,0.5960359249432876,2.0964822313933937,0.7086565448463388,0.7278924891836868,0.0,1.0714285714285714,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.14830385663718995,38.28526243539134,32.74178883954633,38.91691614292924,34.723848552236056,21.991358419664724,34.13447349130358
Ryan Benoit,Fredy Serrano,100.0,-110.0,2016-07-30,False,Decision - Split,Flyweight,1175.8990854257188,1267.4467448180442,0.5,0.5238095238095238,Red,4.0,Orthodox,165.1,172.72,26.0,0.3333333333333333,191.82001112153722,0.0,1.0,6.0,0.0,0.3333333333333333,0.6666666666666666,2.258446880435438,0.2544973544973545,4.613263139727297,0.5204629629629629,0.052576235541535225,0.5370569280343717,0.7886435331230284,0.0,0.0,0.0,0.25,0.0,0.0,0.3452380952380953,25.302667672699368,25.04992790924961,27.09635865540586,27.20934598269645,14.969332681600267,22.23408881383814,3.0,Orthodox,160.02,165.1,36.0,1.0,143.51422693702995,2.0,0.0,5.89,0.0,1.0,0.375,4.290925124258457,0.4020408163265306,1.7977392977392979,0.8217299578059072,0.04409171075837742,0.0,18.36820586820587,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.19166666666666665,31.22962902960427,27.22817906817001,31.22962902960427,25.0,31.22962902960427,27.22817906817001
Francisco Rivera,Erik Perez,135.0,-145.0,2016-07-30,False,Decision - Unanimous,Bantamweight,1197.2172959885388,1299.4990155863109,0.425531914893617,0.5918367346938775,Blue,11.0,Orthodox,172.72,172.72,34.0,0.45,95.27729864119594,0.0,2.0,8.578999999999999,0.0,0.68125,0.4583333333333333,10.440288120225755,0.4481946347455314,3.737688418986213,0.6910993024009503,0.5314819454121105,0.4889369057908383,0.826086956521739,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.1140710650802816,26.34692388180164,26.676983744560246,30.391541620224473,15.307818437912445,18.266498557131765,23.307044309840567,8.0,Orthodox,172.72,172.72,26.0,0.7142857142857143,164.11755368811538,1.0,0.0,8.481428571428571,0.0,0.775,0.7613636363636365,13.722934704160235,0.5093704334313169,3.0989685474095703,0.6171373022094443,0.8906762705082032,0.5126452494873548,2.1858019281332166,0.0,0.0,0.25,0.25,0.125,0.0,0.07709732774248902,30.4284535578764,32.200111189544124,33.37011713534729,36.26443158161502,28.933416103759345,30.14476441422778
Matt Brown,Jake Ellenberger,-260.0,263.0,2016-07-30,False,KO/TKO,Welterweight,1341.0092906472423,1233.8080939804217,0.7222222222222222,0.27548209366391185,Blue,22.0,Orthodox,182.88,190.5,35.0,0.6190476190476191,77.21316140640982,0.0,1.0,9.536190476190475,0.0,0.6598994143111789,0.6073717948717949,9.377122143875086,0.5711434579457699,2.295015739405063,0.5830983325734653,0.26122509077672873,1.8435988512532386,1.6168493659564909,0.0,0.0,0.09090909090909091,0.4090909090909091,0.09090909090909091,0.0,0.22366678950586338,31.715702544004756,27.32457763427271,33.180266766387945,29.36116311631217,26.41268720254828,27.862419297600486,16.0,Orthodox,175.26,180.34,31.0,0.6,90.55474863307832,0.0,2.0,9.052666666666669,0.0,0.8846153846153846,0.5891774891774892,5.769706866296987,0.4127515634061928,2.46166159852398,0.625935866732636,0.22761800273237845,0.30869565217391304,2.249886582566524,0.0,0.0625,0.125,0.25,0.0625,0.0625,0.2267088246747517,32.42022608163754,33.05668728224434,30.66287766322482,25.462540388013025,23.786559401060714,28.95219427459533
Rose Namajunas,Karolina Kowalkiewicz,-186.0,172.0,2016-07-30,False,Decision - Split,Women's Strawweight,1246.5579295076466,1271.4206668988184,0.6503496503496503,0.36764705882352944,Blue,4.0,Orthodox,165.1,165.1,24.0,0.6666666666666666,126.04496552156827,2.0,0.0,9.576666666666666,1.0,0.6428571428571428,0.611111111111111,8.749000798210856,0.35923335923335925,4.21832800793257,0.4945821854912764,0.0,2.0242914979757085,3.1350078982125353,0.0,0.0,0.25,0.0,0.5,0.0,0.0,30.005253316027225,29.196578985208262,21.816328710344496,20.604167980000835,24.50520059586327,29.15891027157655,3.0,Orthodox,160.02,162.56,30.0,1.0,70.86842268128544,2.0,0.0,15.0,0.0,0.9444444444444444,0.5,10.899999999999999,0.423235620848353,3.466666666666667,0.5997368421052631,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,32.59669943960094,32.004761962222034,32.342022247089574,29.814750568001497,30.44636544225664,32.59669943960094
Yair Rodriguez,Alex Caceres,-270.0,284.0,2016-08-06,False,Decision - Split,Featherweight,1283.70852747304,1231.4226340102077,0.7297297297297297,0.2604166666666667,Red,4.0,Orthodox,180.34,180.34,23.0,1.0,135.5544171172596,3.0,0.0,12.383333333333333,1.0,0.7142857142857143,0.7777777777777777,6.537529137529138,0.4804455558081382,2.112820512820513,0.5643856903044325,0.04662004662004662,2.3333333333333335,2.3986013986013983,0.0,0.25,0.5,0.25,0.0,0.0,0.013333333333333334,34.71292655577414,27.888982833084665,31.768241500877007,25.931010360123476,27.290179640698266,28.46179840370989,15.0,Southpaw,177.8,185.42,28.0,0.5357142857142857,67.52107254846621,2.0,0.0,11.661428571428573,0.0,0.5078703703703703,0.9047619047619048,5.450324735325773,0.4769324471793142,3.5674534031035674,0.5775974623003325,0.00972566928091598,1.1585302887010944,0.5744564677851682,0.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.0,0.002084085919915525,26.91931688575796,22.729549242280278,31.432856257159923,29.776979118014292,25.304512707762132,25.094732303797922
Dennis Bermudez,Rony Jason,-275.0,257.0,2016-08-06,False,Decision - Unanimous,Featherweight,1301.7274827247543,1231.8528135371903,0.7333333333333333,0.2801120448179272,Red,11.0,Orthodox,167.64,167.64,29.0,0.7,79.04693657453261,1.0,0.0,11.314999999999998,1.0,0.8467261904761904,0.4585714285714285,7.9103948596374325,0.447639320538758,3.3301210496945237,0.5433951433208766,0.052705964117571315,1.11748233669522,3.7902347146067497,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.029412025481784815,33.76791938819438,31.732715223659262,31.062650367752525,34.98767789472164,32.70144741327435,34.219665854373744,6.0,Orthodox,170.18,177.8,32.0,0.5,170.2630318066726,1.0,0.0,4.223999999999999,1.0,0.08333333333333333,0.8333333333333334,6.554138006575391,0.5150489236790607,5.007617974289839,0.34212454212454213,0.17094017094017094,3.5256992495858106,0.4,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.4552380952380952,26.249041249421836,14.7506843806889,25.142121610710642,25.0,31.647537540954,22.99893415433333
Chase Sherman,Justin Ledet,110.0,-115.0,2016-08-06,False,Decision - Unanimous,Heavyweight,,,0.47619047619047616,0.5348837209302325,Blue,1.0,Orthodox,193.04,198.12,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Orthodox,193.04,203.2,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Santiago Ponzinibbio,Zak Cummings,-105.0,110.0,2016-08-06,False,Decision - Unanimous,Welterweight,1273.2795499427684,1274.101805815874,0.5121951219512195,0.47619047619047616,Red,5.0,Orthodox,182.88,185.42,29.0,0.75,62.68333111761052,2.0,0.0,7.8675,0.0,0.5,0.16666666666666666,12.647440758002489,0.44482480428951787,5.647948276815988,0.5999548621158544,0.11906449326718638,0.0,0.25,0.0,0.0,0.2,0.6,0.0,0.0,0.0427292663476874,32.28356725000398,24.05342271257214,30.191293945267535,21.65041295828576,19.59001877804439,22.633456433125676,5.0,Southpaw,182.88,190.5,32.0,0.75,149.92731572331974,2.0,0.0,9.9775,0.0,0.6296296296296297,0.4444444444444444,19.316544009420074,0.34961161100096594,2.8389510352271614,0.3682675438596491,0.598062015503876,0.5,1.0,0.0,0.0,0.4,0.2,0.2,0.0,0.026785714285714284,31.948428015517507,30.69067425069288,24.98911400880918,28.06783813044151,26.1151692651442,30.16793421198541
Viktor Pesta,Marcin Tybura,100.0,-107.0,2016-08-06,False,KO/TKO,Heavyweight,1169.347473527526,,0.5,0.5169082125603864,Blue,4.0,Orthodox,190.5,195.58,26.0,0.3333333333333333,136.39525895963786,0.0,1.0,13.716666666666667,0.0,1.0,0.2678062678062678,3.416940707523667,0.5060429212971586,2.6479322371699054,0.4917582417582418,0.0,0.0,3.9088191330343793,0.0,0.0,0.25,0.0,0.0,0.0,0.0,21.78147213135802,27.799757235906867,21.675410839863556,25.07180226755358,26.452919038523646,25.160495738856792,1.0,Orthodox,190.5,198.12,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Thales Leites,Chris Camozzi,-170.0,158.0,2016-08-06,False,Submission,Middleweight,1352.4654478714922,1278.6109763323861,0.6296296296296297,0.3875968992248062,Red,14.0,Orthodox,185.42,198.12,34.0,0.6923076923076923,356.9708025121297,0.0,2.0,11.326923076923077,1.0,0.8214285714285714,0.3334986772486772,4.081747222494455,0.3845177828716828,2.9928018595769363,0.5680093372497688,0.1908612754766601,2.6302621301301916,3.7866723553090673,0.0,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.0,0.048538284811840006,33.18059382083455,29.12187611892769,27.594625776390973,29.03461309439451,35.96731645855559,28.95715140549448,14.0,Orthodox,187.96,193.04,29.0,0.6153846153846154,95.33584361048617,3.0,0.0,12.246153846153845,0.0,0.5719444444444444,0.19444444444444445,9.924986013322322,0.5150024516518267,2.7502726523079253,0.5305027719062724,0.29585798816568043,0.5159677867259095,0.3076923076923077,0.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.008781915758659945,28.610653194895107,25.356455582064893,31.398527738981148,25.045753316709387,24.83278118878766,26.18175636759336
Maryna Moroz,Danielle Taylor,-250.0,249.0,2016-08-06,False,Decision - Split,Women's Strawweight,1237.2959376063666,,0.7142857142857143,0.28653295128939826,Red,4.0,Orthodox,170.18,170.18,24.0,0.6666666666666666,94.72548055653593,1.0,0.0,10.433333333333334,0.0,0.3333333333333333,0.7777777777777778,8.543589743589743,0.37612653757155035,5.220512820512821,0.5175489009881025,0.0,4.179487179487179,0.3333333333333333,0.0,0.0,0.25,0.0,0.25,0.0,0.0,28.740342710151538,18.447916034547834,22.49065831984354,29.39583201999916,28.319989532899605,27.594004445693898,1.0,Orthodox,152.4,152.4,26.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Court McGee,Dominique Steele,-143.0,133.0,2016-08-06,False,Decision - Unanimous,Welterweight,1249.6552731265167,1171.4443697975803,0.588477366255144,0.4291845493562232,Red,8.0,Orthodox,180.34,190.5,31.0,0.7142857142857143,295.55130084060096,0.0,1.0,11.967142857142859,1.0,0.7916666666666666,0.28928571428571426,17.184670230304967,0.36643267953515324,4.270560967016654,0.6138901087227581,0.0,0.5888117076180647,2.370590970867181,0.0,0.125,0.375,0.0,0.25,0.0,0.0,30.248332290713684,25.4040302545118,29.74935413411694,34.103801836579834,29.582346840380335,25.186597004798934,4.0,Orthodox,177.8,187.96,28.0,0.3333333333333333,65.2916533716217,0.0,1.0,8.566666666666666,0.0,1.0,0.8095238095238094,4.2858198158757475,0.6811657559198543,12.802729406791814,0.5150793650793651,0.054679216704533164,0.0,3.947419668938656,0.0,0.0,0.0,0.25,0.0,0.0,0.02886710239651416,23.104943527995324,31.22962902960427,19.541261678808603,24.954246683290606,33.0726821632326,31.255041546242964
David Teymur,Jason Novelli,-130.0,123.0,2016-08-06,False,KO/TKO,Lightweight,1236.25,,0.5652173913043478,0.4484304932735426,Red,2.0,Southpaw,175.26,185.42,27.0,1.0,113.84419177103415,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,25.0,25.0,29.39583201999916,1.0,Orthodox,182.88,190.5,37.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Teruto Ishihara,Horacio Gutierrez,-224.0,205.0,2016-08-06,False,KO/TKO,Featherweight,1236.1441312771742,1163.75,0.691358024691358,0.32786885245901637,Red,3.0,Southpaw,170.18,175.26,25.0,0.75,91.0,2.0,0.0,10.17,0.0,0.3,,5.461423220973783,0.5266106442577031,3.564794007490637,0.648782911077993,0.16029962546816479,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.02988215488215488,25.78245910515037,16.412896139368293,32.77644985205441,25.0,25.0,18.40576343682314,2.0,,177.8,175.26,25.0,0.0,183.1406563273158,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835,20.604167980000835
Cub Swanson,Tatsuya Kawajiri,-302.0,280.0,2016-08-06,False,Decision - Unanimous,Featherweight,1351.1643418422777,1244.7222051561105,0.7512437810945274,0.2631578947368421,Red,11.0,Orthodox,172.72,177.8,32.0,0.7,109.93527021099113,1.0,0.0,13.13,0.0,0.6932573599240266,0.6666666666666666,7.5375517574954385,0.4524488666507912,3.4844630800033274,0.648367735508626,0.08796126919018737,0.20949720670391062,0.947558691685715,0.0,0.0,0.2727272727272727,0.36363636363636365,0.0,0.0,0.08645079830901005,35.38261889092082,24.479496721317698,35.3925448449017,30.307756199578346,23.62742315007958,27.60576167807405,6.0,Orthodox,170.18,175.26,38.0,0.6,150.429717808683,0.0,1.0,13.1,0.0,0.6333333333333333,0.32571428571428573,2.5224242424242425,0.6047842078801831,2.797575757575758,0.3564441930618401,0.0,0.7454545454545455,4.036363636363636,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,30.518674736062206,25.96830741463815,26.27740936538858,26.174000593891222,29.960584695003863,29.01465863893005
Neil Magny,Lorenz Larkin,-125.0,125.0,2016-08-20,False,KO/TKO,Welterweight,1387.5295159629259,1248.7773785919323,0.5555555555555556,0.4444444444444444,Blue,13.0,Orthodox,190.5,203.2,29.0,0.75,49.655479724464115,3.0,0.0,12.7975,0.0,0.4747071110707475,0.5176984126984128,6.782674580583795,0.44588524583627054,2.217221732372886,0.5439467850660471,0.0,0.3504139357811611,2.6543684926403404,0.0,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.0,0.018200992992194662,35.04623329530094,29.421909971924446,33.759107503849805,27.9809801305972,32.877188457302154,33.44808053220087,9.0,Orthodox,180.34,182.88,29.0,0.5,72.10062413044703,1.0,0.0,12.530000000000001,0.0,0.7937710437710438,0.8125,6.245166144164825,0.4447350877769985,3.228855949382991,0.602624250490601,0.07309315379827432,0.0,0.125,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.01752160141520149,31.52503930595225,30.06970582460125,31.850793835635272,32.1701468684326,24.87109571795755,27.903840623043095
Randa Markos,Cortney Casey,-140.0,138.0,2016-08-20,False,Submission,Women's Strawweight,1223.8530190905308,1196.6373751775575,0.5833333333333334,0.42016806722689076,Blue,5.0,Orthodox,162.56,160.02,31.0,0.5,94.28043275250702,1.0,0.0,15.0,0.0,0.3666666666666667,0.3194444444444445,7.5,0.394819749362233,3.5166666666666666,0.6149883609493149,0.0,0.5,1.25,0.0,0.0,0.4,0.0,0.0,0.0,0.0,25.847768987622327,20.431812053857655,22.34170030005471,24.445468736925925,25.847768987622327,22.062973447113656,3.0,Orthodox,170.18,170.18,29.0,0.5,198.36582366930045,1.0,0.0,8.68,0.0,,1.0,7.832203389830509,0.6490683229813665,4.059322033898305,0.47023809523809523,0.0,0.0,6.355932203389831,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,22.842581316988827,26.40791665902499,24.80264141588587,24.281018123234272,22.80989794103034,22.758752827706772
Artem Lobov,Chris Avila,-120.0,123.0,2016-08-20,False,Decision - Unanimous,Featherweight,1126.318343598181,,0.5454545454545454,0.4484304932735426,Red,3.0,Southpaw,175.26,165.1,30.0,0.0,100.81831844130973,0.0,2.0,15.0,1.0,0.6190476190476191,1.0,3.966666666666667,0.1973905723905724,3.3666666666666667,0.4927680090754396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45337729483921,16.04866013257739,17.08715667447637,20.604167980000835,18.458209889540598,17.073601174349594,1.0,Orthodox,177.8,182.88,23.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Cody Garbrandt,Takeya Mizugaki,-465.0,431.0,2016-08-20,False,KO/TKO,Bantamweight,1343.6962944484185,1264.1475928763427,0.8230088495575221,0.18832391713747645,Red,5.0,Orthodox,172.72,165.1,25.0,1.0,89.49022292965863,4.0,0.0,9.0525,0.0,1.0,0.41666666666666663,8.005412843817325,0.36913190396427864,2.970749673010385,0.6636450151966536,0.2097722669765596,0.0,1.0086206896551724,0.0,0.0,0.2,0.6,0.0,0.0,0.09918541280148423,38.220193663995225,34.347727167356844,37.86156346719725,25.0,30.997127189715027,26.768105342101663,13.0,Orthodox,170.18,172.72,32.0,0.6666666666666666,81.70938181704152,1.0,0.0,13.118333333333334,0.0,0.6285930735930736,0.42750000000000005,8.421058932296363,0.381081564558478,4.897497062910522,0.528682742889446,0.02347670250896057,0.08333333333333333,1.3844086021505377,0.0,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0646379770545128,32.157106615291866,26.71192385521138,28.318942820089624,31.03146551297753,27.101081094507776,26.583391078400318
Alberto Uda,Marvin Vettori,148.0,-162.0,2016-08-20,False,Submission,Middleweight,,,0.4032258064516129,0.6183206106870229,Blue,1.0,Orthodox,190.5,195.58,32.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,Southpaw,182.88,187.96,22.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Colby Covington,Max Griffin,-303.0,348.0,2016-08-20,False,KO/TKO,Welterweight,1275.8275545634622,,0.7518610421836228,0.22321428571428573,Red,5.0,Orthodox,180.34,182.88,28.0,0.75,92.9446071593183,1.0,0.0,10.015,0.0,1.0,0.41805555555555557,2.070245335520478,0.609898798228969,1.3446578300468244,0.47944419250609377,0.023719165085388995,0.6385929061450883,6.669155006915918,0.0,0.0,0.2,0.2,0.4,0.0,0.17180073930646014,33.41261756762416,29.965500440956944,34.34647151631363,33.51644072073426,26.68412166357714,25.645401170989146,1.0,Orthodox,180.34,193.04,30.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Anthony Johnson,Glover Teixeira,-210.0,230.0,2016-08-20,False,KO/TKO,Light Heavyweight,1389.1279272497748,1349.010670036436,0.6774193548387096,0.30303030303030304,Red,16.0,Orthodox,187.96,198.12,32.0,0.6666666666666666,203.7321669087465,2.0,0.0,6.968000000000001,1.0,0.8625,0.5425925925925926,11.570574706464567,0.5174978904215225,1.5820910805254582,0.6022183118812677,0.4035061709921391,0.5060041407867495,1.9621833255620846,0.0,0.0,0.125,0.625,0.0,0.0,0.36644231684768774,35.439396952544584,29.5448985301159,36.353200727520274,31.20294897602277,28.373076414635975,31.857280417836815,9.0,Orthodox,187.96,193.04,36.0,0.75,104.1806657259931,2.0,0.0,8.0075,1.0,0.6666666666666667,0.4583333333333333,9.537400446665153,0.44613019463697295,3.856449642920231,0.6101701344080378,0.14597906730259672,2.2008053221288515,2.085609243697479,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.09146135393360698,36.27155175291097,27.044363992519646,36.01821274592977,31.27839609877646,26.75734201758462,28.435542541053987
Nate Diaz,Conor McGregor,125.0,-125.0,2016-08-20,False,Decision - Majority,Welterweight,1411.6037533467747,1423.5400481455695,0.4444444444444444,0.5555555555555556,Blue,21.0,Southpaw,182.88,193.04,31.0,0.65,93.33181971561773,2.0,0.0,10.8735,2.0,0.39185606060606054,0.4679924242424242,8.961523247024802,0.43062949064857425,3.107344952987035,0.5810521479532611,0.044147638804512904,2.6034689912633415,1.5034299046621942,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.0,0.02767358467595176,35.82591991982333,22.394759488560627,34.544569000476386,21.489134249623522,31.993889015931487,29.566174518477354,9.0,Southpaw,175.26,187.96,28.0,0.875,92.7893372705674,0.0,1.0,5.8675,2.0,0.7380952380952381,0.7,15.613017386538134,0.4913699675272408,5.760921231320882,0.5913950781152192,1.2270163281718123,0.0,0.962962962962963,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2475609655629265,40.95180756942897,25.770558532372682,39.70125098540117,30.07162588356999,26.80729835259578,30.63589964659115
Raquel Pennington,Elizabeth Phillips,-278.0,295.0,2016-08-20,False,Decision - Unanimous,Women's Bantamweight,1287.3451698369727,1209.8514161669805,0.7354497354497355,0.25316455696202533,Red,7.0,Orthodox,170.18,170.18,27.0,0.6666666666666666,90.7946400767505,2.0,0.0,12.361666666666666,0.0,0.665,0.5277777777777778,6.198622008147571,0.51002596017278,3.5349328287721185,0.5769304654392001,0.0,1.3056226433974194,1.5665829774266469,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,29.736665127647623,23.33533365942859,27.84969134230027,31.22962902960427,28.882101353820172,25.438531220241142,4.0,Orthodox,167.64,165.1,30.0,0.3333333333333333,193.44163633165087,1.0,0.0,15.0,0.0,0.6444444444444445,0.25,3.7777777777777772,0.3987532086541988,3.3555555555555556,0.6220875420875421,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.0,22.3625823391176,19.73373530005062,27.530823776791618,33.0726821632326,28.25506884745201,29.808961791831095
Tim Means,Sabah Homasi,-400.0,365.0,2016-08-20,False,KO/TKO,Welterweight,1277.0053667878956,,0.8,0.21505376344086022,Red,11.0,Orthodox,187.96,190.5,32.0,0.6,103.93249557459704,1.0,0.0,10.129,0.0,0.6055555555555555,0.5714285714285714,10.124044237438614,0.45439219391081964,3.3187133878997583,0.5993099428991044,0.30749612341706273,0.21185682326621924,0.6237136465324384,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.05706085832557126,29.011814458585047,25.760403476579445,32.67202087174401,32.53949843429098,26.21711803602221,23.46910920887182,1.0,Orthodox,182.88,182.88,27.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Hyun Gyu Lim,Mike Perry,-260.0,255.0,2016-08-20,False,KO/TKO,Welterweight,1228.3747640862716,,0.7222222222222222,0.28169014084507044,Blue,6.0,Orthodox,190.5,195.58,31.0,0.6,154.02651286926763,0.0,1.0,9.0,0.0,0.8,1.0,7.163527728612853,0.4871367765449343,4.7253254556152005,0.5337188498510868,0.30344559122137005,0.12,0.8379888268156425,0.0,0.0,0.0,0.5,0.0,0.0,0.12958141805312615,28.247317635456852,26.39312362210997,28.1848241957588,25.08497789571869,16.81005484454795,27.524545243142914,1.0,Orthodox,177.8,180.34,24.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Rick Story,Donald Cerrone,135.0,-137.0,2016-08-20,False,KO/TKO,Welterweight,1380.7180658823956,1514.1876220750855,0.425531914893617,0.5780590717299579,Blue,19.0,Southpaw,175.26,180.34,31.0,0.6666666666666666,123.33660498268537,3.0,0.0,12.761666666666668,0.0,0.7185496794871795,0.6028011204481792,6.132439894850457,0.43184303190718576,2.0099875699717478,0.6072372194296262,0.040581693248626476,0.9205442089014348,3.0302496243496906,0.0,0.15789473684210525,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.0,0.048501518546137844,33.80941732613292,29.9100625206769,37.45685711073429,39.537393012337716,28.563487380770496,28.612979885110146,22.0,Orthodox,185.42,185.42,33.0,0.8095238095238095,46.01394951298519,2.0,0.0,8.892857142857142,1.0,0.9345238095238096,0.43095238095238103,8.26871658224093,0.49471396439266246,5.957366665206258,0.5439320840984233,0.1359717681509379,1.4032648474533418,1.3023522463279444,0.0,0.0,0.2727272727272727,0.2727272727272727,0.22727272727272727,0.0,0.2421385022879403,38.35640334091839,35.24619059426361,33.48973554756591,34.651072826298716,39.85744789627162,34.493271449889725
Enrique Barzola,Kyle Bochniak,138.0,-132.0,2016-08-27,False,Decision - Split,Featherweight,1236.25,1163.497743053951,0.42016806722689076,0.5689655172413793,Blue,2.0,Orthodox,170.18,177.8,27.0,1.0,197.9898987322333,1.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,0.0,,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,29.39583201999916,2.0,Orthodox,170.18,177.8,29.0,0.0,157.6848122046001,0.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,19.31806424494928,30.40141853344846,17.12119962589207,25.0,25.0,29.98907207015683
